Trivial name|Smiles|Batch No|Conc uM|Relative cell count|Induction|Cluster AKT/PI3K/MTOR|Cluster Aurora|Cluster BET|Cluster DNA synthesis|Cluster HDAC|Cluster HSP90|Cluster L/CH|Cluster MitoStress|Cluster Na+/K+ ATPase|Cluster Protein synthesis|Cluster Pyrimidine synthesis|Cluster Tubulin|Cluster Uncoupling||
CF53|COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C4CC4)nn3C)c12|2|50|53|78.6|0|0|78.9|0|87.5|36.6|78.8|15.7|54|55.5|0|80.8|54.4||
BAY1238097|CNC(=O)N1N=C(c2ccc(N3CCN(C)CC3)cc2)c2cc(OC)c(OC)cc2C[C@@H]1C|1|0.2|103|13.3|0|0|91.8|0|85.7|0|68.3|0|63.3|59.9|0|79.7|63.4||
BAY1238097|CNC(=O)N1N=C(c2ccc(N3CCN(C)CC3)cc2)c2cc(OC)c(OC)cc2C[C@@H]1C|1|2|99|48.4|0|0|97|0|90.5|0|80.6|0|61.2|63.9|0|81.3|65.4||
Midostaurin|CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4|1|0.2|103|33.7|61.3|0|23.9|0.8|23.2|39.2|40.7|45.3|1.2|23.5|0|32.9|50||
Midostaurin|CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4|1|2|60|39.6|20.5|4.7|27.1|0|44|55.3|28.5|33.9|19.6|49.9|0|38.5|27.6||
DDP-38003 (trihydrochloride)|CN1CCN(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)cc2)CC1|1|2|96|6|0|0|62.7|0|62.9|41.2|77.9|48|7|49.8|0|70.9|46.3||
HDACs/mTOR Inhibitor 1|C[C@@H]1CN(C(=O)Nc2ccc(-c3nc(N4CCOCC4)c4cnn(CCCCCCC(=O)NO)c4n3)cc2)CCO1|1|0.2|72|50.3|0|0|56.1|0|81.3|34.3|57.6|0|49.9|36|0|49.6|56.2||
GSK-J4|CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1|1|2|96|34.5|20.9|0|0|47.4|0|22.1|24.2|95.7|0|2.6|17.6|9.5|0||
Valrubicin|CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O|1|0.2|83|22.8|19.3|60.7|0|82.2|0|6.8|0|25.1|0|0|68.8|0|0||
Valrubicin|CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O|1|2|70|36.1|53.1|15.5|0|96.8|0|0|0|35.1|0|0|76.1|0|0||
BCI-121|NC(=O)C1CCN(CC(=O)Nc2ccc(Br)cc2)CC1|1|0.2|100|11.1|0|0|87.5|0|79.9|3.4|73.4|10|52.7|49.7|0|79.3|56.1||
BCI-121|NC(=O)C1CCN(CC(=O)Nc2ccc(Br)cc2)CC1|1|2|102|44.2|0|0|97|0|91.9|0|81.6|0|61.6|59.9|0|83.5|62.4||
GSK484|COc1cc(C(=O)N2CC[C@@H](O)[C@@H](N)C2)cc2nc(-c3cc4ccccc4n3CC3CC3)n(C)c12|1|2|62|74.6|0|0|81.2|0|88|43.2|71.4|22.1|57.2|69|0|91.1|48.9||
Sulforaphane|CS(=O)CCCCN=C=S|1|0.2|98|7.8|0|12.6|0|0|0|0|0|4.1|14.1|0|19.2|0|0||
AS8351|O=C(N/N=C/c1c(O)ccc2ccccc12)c1ccncc1|1|2|84|35.6|53.1|13.6|0|96.9|0|0|0|27.8|0|0|78.9|0|0||
CPI-203|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(N)=O)c1nnc(C)n1-2|1|0.2|100|37|0|0|96|0|91|0|71.5|0|67.2|54.2|0|81.9|63.3||
CPI-203|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(N)=O)c1nnc(C)n1-2|1|2|92|60.6|0|0|96.7|0|91.1|0|84.7|4.9|57.7|64.2|0|83.9|61.8||
WM-8014|Cc1cc(-c2ccccc2)cc(C(=O)NNS(=O)(=O)c2ccccc2)c1F|1|2|96|5.5|70.4|0|0|77.6|0|0|0|0|0|0|69|0|1.7||
NCGC00247743|CN(C)CCCCCCNC(=O)c1cccc(-c2cc(O)c3ncccc3c2)c1|1|2|93|32.6|54.4|0|0|93.5|0|0|0|42.3|0|0|70.7|0|0||
ABBV-744|CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(O)c-2n1|1|0.2|101|28.3|0|0|96.5|0|88.1|0|78.6|0|54|62.6|0|82.8|63.4||
ABBV-744|CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(O)c-2n1|1|2|94|22.3|0|0|81.9|0|73.6|4|76.6|34.2|47.1|45.7|0|75.3|46.3||
Molibresib (besylate)|CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21|1|0.2|95|9|0|0|88.9|0|81.6|9.5|68.5|0|50.1|66.7|0|81.8|61.1||
Molibresib (besylate)|CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21|1|2|105|40.6|0|0|95.2|0|87.7|0|81.1|0|51.4|67.9|0|82.4|70.6||
ACY-957|Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc2nc(N3CCNCC3)ccc2c1|1|2|99|14.3|49.9|7.8|0|48.9|0|37.6|7.5|30.1|0|0|51.9|0|0||
RGB-286638 (free base)|COCCN1CCN(Cc2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1|1|0.2|64|54.6|35.5|21.5|0|68.3|0|0|0|21.1|0|0|54.6|0|0||
RGB-286638 (free base)|COCCN1CCN(Cc2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1|1|2|66|54.9|47.1|8.9|0|79.7|0|10|2.7|41.5|0|0|52.1|0|0||
GSK-1070916|CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1|1|0.2|80|33.2|0|95.5|0|2.5|0|2.6|0|0|2.2|0|1.9|0|0||
GSK-1070916|CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1|1|2|66|40.2|0|85|14.1|0|30.5|26.2|32.3|13|5.4|13.5|0|38.1|0||
M344|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|1|0.2|88|33|0|0|86.8|0|90.5|2.9|66.5|0|65|51.2|0|81.4|54.2||
M344|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|1|2|74|54.1|0|0|86.1|0|98.8|22.9|68.1|0|65.8|70.6|0|78.1|62.3||
M344|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|2|0.2|93|5.9|0|0|35.5|0|56.9|0|13.4|0|44.8|3.9|0|34.3|39.2||
M344|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|2|0.6|86|33.2|0|0|76.4|0|85.4|8.3|59.9|0|63.5|41.3|0|75.8|65.2||
M344|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|2|2|70|47.7|0|4.2|73.4|0|86.3|21.9|64.7|0|57.7|61.1|0|73.3|54.2||
M344|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|2|2|66|46.3|0|0|75|0|87.8|21.4|60.4|0|59.1|60.5|0|71.1|55.7||
M344|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|2|6|65|56.6|0|3.8|76.5|0|90.7|27.5|60.3|0|61.6|66.9|0|75|58.8||
M344|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|2|10|64|48.4|0|0|72.9|0|85.4|28.6|54.6|0|61.2|75.5|0|74.3|59.4||
UNC 0631|COc1cc2c(NC3CCN(CC4CCCCC4)CC3)nc(N3CCCN(C(C)C)CC3)nc2cc1OCCCN1CCCCC1|1|2|100|38.9|0|0|68.1|0|65.1|0|92.3|53|28.4|33.8|0|63.1|31.3||
Inauhzin|CCC(Sc1nnc2c(n1)[nH]c1ccccc12)C(=O)N1c2ccccc2Sc2ccccc21|1|2|99|21.2|56.5|0|0|51.9|0|35.3|0|37.1|0|0|79|0|0||
666-15|NCCCOc1cc2ccccc2cc1C(=O)NCCOc1cc2ccccc2cc1C(=O)Nc1ccc(Cl)cc1O|1|2|94|79.6|0|0|70|0|69.6|21.5|89.1|65.5|26.7|43.8|0|64.8|39.4||
MI-463|Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2[nH]c(C#N)cc12|1|0.2|96|14.7|0|0|63.9|0|62.7|28.1|82.1|61.7|18.5|40.1|0|68.2|39.4||
MI-463|Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2[nH]c(C#N)cc12|1|2|106|76.2|0|0|79|0|76.3|8.8|95.9|43|32.4|48.2|0|67.8|40.1||
ARV-771|Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOCCNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)C(C)(C)C)cc1|1|0.2|87|61.1|0|0|91|0|82|8.5|84|35.4|54.1|57.7|0|86.2|66.6||
ARV-771|Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOCCNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)C(C)(C)C)cc1|1|2|64|46.1|0.7|0|44.9|14.8|38.5|0|70.8|56.4|14|2.2|0|45.8|22.3||
(Rac)-BAY1238097|CNC(=O)N1N=C(c2ccc(N3CCN(C)CC3)cc2)c2cc(OC)c(OC)cc2CC1C|1|0.2|97|31.1|0|0|92.2|0|86.2|0|80.2|3.9|63.6|50.2|0|82.6|62.4||
(Rac)-BAY1238097|CNC(=O)N1N=C(c2ccc(N3CCN(C)CC3)cc2)c2cc(OC)c(OC)cc2CC1C|1|2|90|75.1|0|0|92.8|0|87.5|3.3|84.9|33.5|56.2|67.4|0|83.9|53.6||
TPOP146|CCC(=O)N1CCOc2c(cc(-c3cc(OC)cc(OC)c3)cc2C(=O)N[C@H]2CCCN(C)C2)C1|1|2|107|8.6|0|0|39.4|0|26.8|5.6|37.7|60.2|21.7|26.7|0|32.2|12.4||
MK8722|O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2Oc1nc2cc(Cl)c(-c3ccc(-c4ccccc4)cc3)nc2[nH]1|1|2|97|9.2|41.3|0|0.6|51.4|0|24.2|23.9|25.1|0|0|28.6|23.7|40.3||
BRD 4354 (ditrifluoroacetate)|CCN1CCN(C(c2cccnc2)c2cc(Cl)c3cccnc3c2O)CC1|1|2|100|18.1|87|0|0|63.4|0|38.3|0|28.4|0|0|67.3|0|1.4||
MG 149|CCCCCCCc1ccc(CCc2cccc(O)c2C(=O)O)cc1|1|0.2|95|18.3|42.8|0|36.8|27.9|32.4|2.1|57.7|5.9|0.6|30.9|0|38.3|64.9||
MG 149|CCCCCCCc1ccc(CCc2cccc(O)c2C(=O)O)cc1|1|2|87|53.9|0|0|81|0|77.1|6.9|78.7|13.8|46.6|72.4|0|77.1|71.1||
PF-06700841 (P-Tosylate)|Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1|1|2|92|29.2|11.6|0|31.7|19.6|16.8|30.4|53.9|77.9|0|15.4|0|52|23.6||
Reversine|c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1|1|0.2|100|7.6|51.8|0|0|25|0|0|0|0|0|0|52.6|0|0||
Reversine|c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1|1|2|79|29.9|38.6|48.3|0|46.1|0|46.5|0|28.2|0|0|60.6|0|0||
Reversine|c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1|2|1|102|23.3|75.7|0|0|39.5|0|33.8|0|34|0|0|43.6|0|11.4||
Reversine|c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1|2|3|67|30.9|14.3|75.4|0|47.5|0|23.7|0|18.5|0|0|50.8|0|0||
Reversine|c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1|2|10|68|26.1|1.9|51.9|0|15|3.1|37.8|19.3|32.1|0|12.3|1.1|7.4|0||
BET bromodomain inhibitor|Cc1noc2c1-c1ccc(-c3cnn(C)c3)cc1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O|1|0.2|94|49.1|0|0|98.1|0|91.1|0|73.4|0|61.1|65.4|0|86.3|72.4||
BET bromodomain inhibitor|Cc1noc2c1-c1ccc(-c3cnn(C)c3)cc1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O|1|2|108|57|0|0|96.8|0|91|0|84.8|1.1|57.4|61.2|0|82.5|61.8||
BRD4 degrader AT1|CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)SCCCCCCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21|1|2|90|12.8|12.7|0|64.7|0|55.5|11.2|80.7|52.5|19.7|28.3|0|60.6|54||
GNE-781|CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1|1|2|108|12.6|8.5|0|61.8|0|54.3|19.8|45.1|21.3|30.5|58.2|0|52.8|57.3||
GNE-049|CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1|1|0.2|96|6.9|5.7|0|47.3|0|44.4|23.3|29.1|0|21.2|42.5|0|30.1|45.3||
GNE-049|CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1|1|2|96|5.9|12.2|0|41.9|0|34.1|0.4|15.4|0|27.2|29.3|0|25.6|42.9||
Sirt2-IN-1|Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(Cc5ccccc5)nn4)c3)s2)n1|1|2|97|5.5|34.1|0|20.5|0|13.2|49.2|35.2|55.9|0|16.2|2.1|32.6|37.6||
INCB054329|Cc1noc(C)c1-c1ccc2nc(O)n3c2c1OC[C@@H]3c1ccccn1|1|0.2|95|37|0|0|96.3|0|89.9|1.2|72.2|0|60|60.1|0|85.9|65||
INCB054329|Cc1noc(C)c1-c1ccc2nc(O)n3c2c1OC[C@@H]3c1ccccn1|1|2|105|53.9|0|0|98|0|91.7|0|82.5|3.5|59.4|68.5|0|85.6|68.4||
(+)-JQ1 PA|C#CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21|1|0.2|98|46.3|0|0|96.6|0|91|0|68.5|0|66.9|67|0|84.4|68.8||
(+)-JQ1 PA|C#CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21|1|2|93|54.9|0|0|97.8|0|93.8|0|79.3|0|63.9|64.6|0|81.9|66||
dBET6|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2|1|0.2|90|10.4|0|0|73.8|0|59.1|0.2|74.7|39|34|28.9|0|70|59.5||
dBET6|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2|1|2|86|27.3|0|0|81|0|69.5|0|86.3|26.4|44|37.7|0|76.8|60.2||
WM-1119|O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-c2ccccn2)c1|1|2|97|8.5|73.4|0|0|83.5|0|19.7|0|21|0|0|63.8|0|13||
WM-1119|O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-c2ccccn2)c1|2|10|95|6.4|49.8|0|0|62.1|0|3.5|7.3|30.4|0|22.2|26.7|0|18.7||
WM-1119|O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-c2ccccn2)c1|2|30|98|11.1|71.7|0|0|67.3|0|28.4|5.3|23|0|0|44.6|0|28.6||
WM-1119|O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-c2ccccn2)c1|2|50|97|6.2|64.2|0|0|49.4|0|26.4|11.9|0|0|0.2|25.9|0|34||
WM-1119|O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-c2ccccn2)c1|3|3|101|9|72.2|0|0|80.8|0|9.5|0|27.9|0|0|74.6|0|0||
WM-1119|O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-c2ccccn2)c1|3|5|101|8.6|68.5|0|0|65.3|0|17.9|0|21.4|0|0|78.9|0|0||
(S)-JQ-35|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCN1CCN(C)CC1)c1nnc(C)n1-2|1|2|96|32.3|0|0|94.7|0|89.5|0|78.5|2.2|62.5|59.4|0|85.4|65.5||
NCGC00244536|O=C(NCCCc1ccccc1)c1cccc(-c2cc(O)c3ncccc3c2)c1|1|2|85|13|67.8|0|0|88.5|0|7.5|0|23.1|0|0|81|0|0||
BETd-246|CCn1nc(C2CC2)cc1Nc1nc(C(=O)NCCCOCCOCCOCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12|1|0.2|94|5.7|0|0|79.7|0|66.5|1.7|63.1|6.6|37.2|51.1|0|70.6|73.4||
BETd-246|CCn1nc(C2CC2)cc1Nc1nc(C(=O)NCCCOCCOCCOCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12|1|2|76|47.3|0|0|79.7|0|72.9|0|85.5|41.3|49|43.4|0|74.7|48.7||
SGC-CBP30|COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2C[C@H](C)N2CCOCC2)cc1Cl|1|2|56|83.1|0|0|87.8|0|92.1|33.2|73.9|0|64.4|70.2|0|91|59.5||
Pinometostat|CC(C)N(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@H]1C[C@@H](CCc2nc3cc(C(C)(C)C)ccc3[nH]2)C1|1|2|106|9.8|0|0|74.3|0|67.1|0|86|38.5|26.9|47|0|68|38.9||
BB-Cl-Amidine (hydrochloride)|N=C(CCl)NCCC[C@H](NC(=O)c1ccc(-c2ccccc2)cc1)c1nc2ccccc2[nH]1|1|2|93|15.9|2.1|0|32.5|0|34.5|58.2|41.2|15.9|0|29.8|0|43.5|18.8||
PROTAC BET Degrader-1|CCn1nc(C2CC2)cc1Nc1nc(C(=O)NCCCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12|1|2|93|14.7|12|0|61.3|0|50|0|76.7|33.5|26.6|8.4|0|56.2|49.8||
Gusacitinib|N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(O)nncc3n2)CC1|1|2|90|41.5|79.3|0|0|38.1|0|45.4|0|28.2|0|0|48.6|0|11.3||
HJB97|CCn1nc(C2CC2)cc1Nc1nc(C(=O)NC)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12|1|0.2|100|40.9|0|0|97.6|0|90.6|7.2|76|0|57.3|68.2|0|85|71.3||
HJB97|CCn1nc(C2CC2)cc1Nc1nc(C(=O)NC)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12|1|2|106|55.3|0|0|95.3|0|88.3|1.1|86.8|7.9|54.4|63.1|0|81.2|62.4||
TyK2-IN-2|CNc1cc(Nc2cc(C)cc(C)c2)nn2c(C(N)=O)cnc12|1|0.2|89|6|0|0|80.3|0|73.7|13.5|56.5|8.9|57.5|67.3|0|85.8|47.8||
TyK2-IN-2|CNc1cc(Nc2cc(C)cc(C)c2)nn2c(C(N)=O)cnc12|1|2|67|73.4|0|0|85.9|0|86.8|26.3|69.9|7.3|62.3|69.3|0|94.7|48.8||
TyK2-IN-2|CNc1cc(Nc2cc(C)cc(C)c2)nn2c(C(N)=O)cnc12|2|2|73|28.5|0|0|70|0|67.4|31|62.7|16.9|52.1|61.6|0|90.5|58.1||
TyK2-IN-2|CNc1cc(Nc2cc(C)cc(C)c2)nn2c(C(N)=O)cnc12|2|6|61|45.4|0|0|73|0|76.3|41.4|54.8|9.9|60.6|72.3|0|90.9|55.2||
TyK2-IN-2|CNc1cc(Nc2cc(C)cc(C)c2)nn2c(C(N)=O)cnc12|2|10|53|55.6|0|8.8|72.6|0|79.9|46.4|67.1|9.7|63.3|55.3|0|88.2|48.4||
GSK126|CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)nc3O)cc(-c3ccc(N4CCNCC4)nc3)cc21|1|2|102|38.3|0|0|59|0|56.3|19.4|80.9|58.1|14.4|27.3|0|60|17||
Delgocitinib|C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2|1|2|100|5.9|58.6|0|0|38.3|0|33.7|0|8.4|0|2.5|43.7|0|0||
LY3295668|Cc1cc(Nc2ccc(F)c(C[C@@]3(C(=O)O)CCN(Cc4cccc(Cl)c4F)[C@H](C)C3)n2)n[nH]1|1|2|84|17.8|0|47.8|24.8|31.9|21.7|1.4|30.9|29.1|0|13.9|0|56.3|1.3||
LXS196|CC1(N)CCN(c2cccnc2NC(=O)c2nc(-c3ncccc3C(F)(F)F)cnc2N)CC1|1|2|106|14|53|0|11|25.9|6.7|32.3|48.6|66.3|0|0|15.7|13|21.9||
(-)-Indolactam V|CC(C)[C@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C|1|0.2|95|12.1|59|0|21.2|35.4|14.4|8.6|53.1|29.4|0|14.2|3.5|24.2|57.3||
(-)-Indolactam V|CC(C)[C@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C|1|2|94|54.2|0|0|81.9|0|77.7|4.2|81.4|4.1|47.8|72.7|0|77.3|72.7||
C-7280948|Nc1ccc(S(=O)(=O)NCCc2ccccc2)cc1|1|2|98|7.6|0|8|58.5|0|57.5|0|66.2|26.7|30.4|26.6|0|64.4|22||
TPPB|CC(C)[C@H]1C(=O)N[C@H](CO)Cc2cc(NC(=O)/C=C/C=C/c3ccc(C(F)(F)F)cc3)ccc2N1C|1|0.2|96|17.3|39.5|0|40.2|20|29.6|5.1|66.6|42.2|0|33.6|0|42.5|57.3||
TPPB|CC(C)[C@H]1C(=O)N[C@H](CO)Cc2cc(NC(=O)/C=C/C=C/c3ccc(C(F)(F)F)cc3)ccc2N1C|1|2|84|80.8|0|0|85.7|0|83.7|19.2|82.4|36.6|52.3|73.8|0|87.1|60.7||
LMK-235|Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1|1|0.2|95|34.2|0|0|81.7|0|87.8|0|58.4|0|66.7|39.8|0|71.4|53.2||
LMK-235|Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1|1|2|80|55.4|0|0|88.1|0|98.4|22.5|70.2|0|63.1|67.4|0|79.2|60.4||
LMK-235|Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1|2|1|77|54.1|0|0|83.4|0|95.4|18.8|67.3|0|70.5|65.8|0|78.4|67.1||
LMK-235|Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1|2|3|61|59.8|0|0|76.8|0|93.7|23|61.9|0|68.1|69.9|0|70.2|63.2||
LMK-235|Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1|2|10|67|53.9|0|0|75.4|0|88.3|27|61.7|0|61|68.3|0|72.4|62||
LMK-235|Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1|2|10|59|51.6|0|0|75.2|0|88.7|18.1|62.5|0|59.4|65.7|0|67.1|58.3||
LMK-235|Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1|2|30|60|41.8|0|0|74.3|0|88.7|28.1|57.3|0|61.5|65.6|0|72.6|60.9||
LMK-235|Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1|2|50|60|63.7|0|0|79.3|0|91.9|27.6|66.1|0|65.1|61.3|0|75.7|58.6||
IOX1|O=C(O)c1ccc(O)c2ncccc12|1|2|98|6.6|73.5|0|0|29.4|0|54.4|7.8|33.5|0|3.5|24.8|11.7|39.9||
MZP-54|CC(=O)N1c2ccc(-c3ccc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C|1|0.2|87|20.7|0|0|89.9|0|77.6|5|74.5|0|52.6|56.6|0|83.3|72||
MZP-54|CC(=O)N1c2ccc(-c3ccc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C|1|2|64|41.5|0|0|67.9|0|60.2|0|82.8|44.1|34.3|29.4|0|63.1|41.9||
GNE-272|CC(=O)N1CCc2c(c(Nc3ccc(-c4cnn(C)c4)cc3F)nn2[C@H]2CCOC2)C1|1|2|100|19.2|0|0|87.6|0|86.2|31.4|73.5|3.3|55.2|71.7|0|82.1|72.3||
HDAC8-IN-1|COc1ccc(/C=C/C(=O)NO)c(-c2ccc(-c3ccccc3)cc2)c1|1|2|92|11.4|32.7|0|30.9|9.9|34.1|43.4|60.1|68.7|0|27.1|0|34.3|35.1||
ORY-1001(trans)|N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1|1|2|96|6.6|0|0|52.7|0|50.6|0|80|6.1|18.3|0|0|45.3|18.5||
Mivebresib|CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(O)c3nccc2-3)c1|1|0.2|89|60.6|0|0|97.2|0|91.1|9|80.6|0.9|59.8|72.6|0|83.2|71.6||
Mivebresib|CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(O)c3nccc2-3)c1|1|2|95|64.6|0|0|92.7|0|89.8|10.7|88.4|13.5|53.5|68|0|79.3|68.5||
