Trivial Name|BatchNo|Conc uM|Smiles|Rel Cell Count|Induction|Cluster AKT/PI3K/MTOR|Cluster Aurora|Cluster BET|Cluster DNA Synthesis|Cluster HDAC|Cluster HSP90|Cluster L/CH|Cluster Na+/K+ ATPase|Cluster Protein Synthesis|Cluster Pyrimidine Synthesis|Cluster Tubulin|Cluster Uncoupling
Dibenzazepine (YO-01027)|1|6.0|C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21|104|9.3|0.0|0.0|29.4|0.0|21.4|27.4|38.3|17.4|11.5|0.0|36.4|2.3
Dibenzazepine (YO-01027)|1|10.0|C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21|100|29.5|0.0|0.0|50.1|0.0|48.7|26.3|63.6|26.4|31.1|0.0|57.8|17.9
Torcetrapib|1|6.0|CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)OC)C[C@H]1CC|100|10.5|9.6|0.0|0.0|32.5|0.0|21.5|22.5|0.0|0.0|28.3|10.9|0.0
Torcetrapib|1|10.0|CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)OC)C[C@H]1CC|97|11.1|0.0|3.7|27.1|4.9|18.7|28.5|39.9|14.6|32.6|0.0|48.5|4.6
(S)-Gossypol (acetic acid)|1|6.0|Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O|98|7.3|49.4|0.0|24.3|16.0|19.3|7.8|40.4|3.9|20.3|0.0|26.9|54.5
(S)-Gossypol (acetic acid)|1|10.0|Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O|91|35.1|7.7|0.0|67.4|0.0|58.7|0.0|79.3|29.1|43.0|0.0|67.8|62.1
131675,00 SAR|1|10.0|CCn1c(N)c(C(=O)NC)c(=O)c2ccc(C#C[C@@](C)(O)COC)nc21|103|5.0|51.5|0.0|0.0|24.2|0.0|18.8|19.7|0.0|0.0|22.6|5.7|6.5
Daunorubicin HCl|1|2.0|COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1|57|47.0|55.2|0.0|0.0|83.7|0.0|15.7|0.0|0.0|0.0|51.2|6.2|2.9
Sertraline HCl|1|2.0|CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21|93|17.6|0.0|0.0|68.5|0.0|67.6|0.0|89.2|27.2|37.6|0.0|57.7|42.1
Ticagrelor|1|10.0|CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1|102|9.8|0.0|0.0|60.8|0.0|58.3|24.4|66.6|31.1|20.8|0.0|59.7|20.4
SN-38|1|2.0|CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC|63|43.7|45.0|22.9|0.0|92.5|0.0|14.3|0.0|0.0|0.0|72.0|0.0|0.0
GDC-0152|1|2.0|CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1|97|6.7|52.6|6.8|0.0|53.0|0.0|38.3|0.0|0.0|17.1|35.4|0.0|4.0
AZ20|1|2.0|C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1|97|34.7|87.6|0.0|0.0|31.5|0.0|45.5|0.0|0.0|5.1|40.3|0.0|38.9
GSK126|1|2.0|CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)nc3O)cc(-c3ccc(N4CCNCC4)nc3)cc21|94|6.4|0.0|0.0|48.0|0.0|47.9|14.2|76.9|14.9|10.7|0.0|53.5|13.6
GSK126|1|6.0|CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)nc3O)cc(-c3ccc(N4CCNCC4)nc3)cc21|95|76.5|0.0|0.0|77.9|0.0|76.7|19.8|88.3|33.8|52.5|0.0|70.4|49.9
(+)-JQ-1|1|2.0|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2|95|46.1|0.0|0.0|91.6|0.0|84.5|9.8|74.3|63.2|61.3|0.0|88.2|66.9
(+)-JQ-1|2|0.2|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2|100|38.2|0.0|0.0|96.8|0.0|90.9|6.7|74.9|62.2|63.8|0.0|86.3|63.6
(+)-JQ-1|2|2.0|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2|93|62.0|0.0|0.0|97.1|0.0|92.9|0.0|83.2|62.7|62.4|0.0|84.1|60.7
Batimastat|1|10.0|CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO|111|5.9|68.8|0.0|0.1|40.0|0.0|16.8|33.9|0.0|0.0|21.5|7.3|32.3
UNC2250|1|6.0|CCCCNc1ncc(-c2ccc(CN3CCOCC3)cn2)c(NC2CCC(O)CC2)n1|60|46.3|11.7|61.0|0.0|54.5|0.0|39.0|22.6|0.0|0.0|34.6|3.3|0.0
UNC2250|1|10.0|CCCCNc1ncc(-c2ccc(CN3CCOCC3)cn2)c(NC2CCC(O)CC2)n1|63|45.9|20.0|44.6|0.0|36.2|0.0|38.1|41.8|0.0|0.0|15.2|10.3|0.0
ARQ 621|1|0.2|C#CC[C@H](c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F|84|5.7|0.0|33.4|40.9|20.0|43.8|4.3|46.8|19.9|28.9|0.0|62.5|19.7
ARQ 621|1|0.2|C#CC[C@H](c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F|84|9.3|0.0|39.7|25.9|26.2|25.6|11.2|31.7|19.4|27.1|0.0|54.9|13.1
ARQ 621|1|0.6|C#CC[C@H](c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F|55|71.0|0.0|33.4|64.3|0.0|68.2|8.4|56.6|55.6|51.3|0.0|78.5|27.1
ARQ 621|1|0.6|C#CC[C@H](c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F|62|68.7|0.0|35.3|59.2|0.0|63.0|7.9|55.0|48.6|52.1|0.0|75.5|25.2
Birabresib|1|2.0|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2|95|33.9|0.0|0.0|91.3|0.0|86.1|0.7|68.7|63.6|62.5|0.0|85.7|68.5
GNE-9605|1|6.0|CNc1nc(Nc2cnn([C@H]3CCN(C4COC4)C[C@@H]3F)c2Cl)ncc1C(F)(F)F|106|7.8|58.3|0.0|0.0|0.0|0.0|30.9|0.0|0.0|0.0|30.1|0.0|1.5
(S)-Crizotinib|1|2.0|C[C@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl|93|46.6|0.0|0.0|71.8|0.0|70.5|13.3|91.2|23.9|45.6|0.0|63.3|42.0
Decernotinib|1|2.0|CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F|100|29.9|71.9|6.3|0.0|82.0|0.0|8.8|0.0|0.0|0.0|78.8|0.0|0.0
GSK 2830371|1|2.0|Cc1ncc(Cl)cc1NCc1ccc(C(=O)N[C@@H](CC2CCCC2)C(=O)NC2CC2)s1|98|12.8|20.9|1.5|0.0|65.3|0.0|31.0|13.4|0.0|0.0|37.3|19.4|0.0
GSK 2830371|1|6.0|Cc1ncc(Cl)cc1NCc1ccc(C(=O)N[C@@H](CC2CCCC2)C(=O)NC2CC2)s1|102|12.4|11.5|0.0|20.9|43.0|7.7|24.4|44.9|0.0|5.0|6.5|46.3|19.2
GSK 2830371|1|10.0|Cc1ncc(Cl)cc1NCc1ccc(C(=O)N[C@@H](CC2CCCC2)C(=O)NC2CC2)s1|102|15.4|31.3|0.0|0.0|48.9|0.0|32.0|28.4|0.0|0.0|29.5|20.9|0.6
PX-478 2HCl|1|10.0|N[C@@H](Cc1ccc([N+]([O-])(CCCl)CCCl)cc1)C(=O)O|94|8.5|31.2|45.2|0.0|72.1|0.0|0.0|0.0|0.0|0.0|72.7|0.0|0.0
GSK1324726A|1|2.0|CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C|99|22.8|0.0|0.0|88.7|0.0|79.4|1.4|77.1|54.9|56.7|0.0|83.9|71.0
Picropodophyllin|1|0.2|COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC|82|18.1|0.0|24.4|47.3|0.0|45.2|15.9|46.6|32.6|38.7|0.0|77.4|23.9
Picropodophyllin|1|0.2|COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC|87|14.9|0.0|39.8|42.5|0.0|44.6|25.2|46.9|31.0|27.1|0.0|76.3|9.5
Picropodophyllin|1|0.6|COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC|61|58.9|0.0|20.4|62.8|0.0|68.7|47.8|59.6|51.4|56.3|0.0|88.0|43.8
Picropodophyllin|1|0.6|COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC|65|60.8|0.0|16.2|63.2|0.0|69.5|47.5|60.8|51.3|57.1|0.0|88.8|47.1
Ceralasertib|1|2.0|C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1|105|7.1|14.8|0.0|61.4|0.0|62.3|21.2|41.2|47.6|48.9|0.0|48.6|71.0
Ceralasertib|1|6.0|C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1|100|12.1|44.9|0.0|10.9|0.0|14.0|19.0|14.9|18.8|0.0|10.2|0.0|29.2
Ceralasertib|1|10.0|C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1|102|8.6|63.9|0.0|19.1|11.6|23.5|23.2|40.8|14.9|8.9|10.1|13.9|44.7
AZD8186|1|2.0|C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12|98|20.0|84.4|0.0|0.0|72.9|0.0|8.4|0.0|0.0|0.0|62.4|0.0|7.1
SB 239063|1|2.0|COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1|95|8.3|66.9|0.0|0.0|71.1|0.0|0.9|0.5|0.0|0.0|39.0|0.0|14.0
SB 239063|1|6.0|COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1|100|7.9|79.2|0.0|0.0|59.8|0.0|19.4|0.0|0.0|0.0|58.8|0.0|0.0
SB 239063|1|10.0|COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1|110|16.2|75.5|0.0|0.0|72.3|0.0|24.3|0.0|0.0|0.0|58.5|0.0|0.0
Nirogacestat|1|2.0|CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1|101|8.1|0.0|0.0|28.4|0.0|23.3|48.2|30.5|0.0|41.7|0.0|38.8|20.1
Nirogacestat|1|6.0|CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1|103|26.8|0.0|0.0|34.5|0.0|38.0|36.8|43.4|12.4|28.1|0.0|37.0|8.1
Nirogacestat|1|10.0|CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1|91|39.7|0.0|0.0|54.8|0.0|55.3|38.7|63.2|21.5|40.1|0.0|53.6|25.1
PRT062607 (Hydrochloride)|1|2.0|NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1|96|6.7|0.0|0.0|29.4|0.0|20.2|32.7|47.5|0.0|33.0|0.0|41.2|20.7
PRT062607 (Hydrochloride)|1|6.0|NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1|74|79.1|0.0|0.0|75.9|0.0|73.1|26.8|87.4|30.7|64.5|0.0|78.5|56.9
PRT062607 (Hydrochloride)|1|10.0|NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1|62|83.4|0.0|0.0|79.5|0.0|77.0|20.1|90.3|38.0|61.7|0.0|79.3|53.7
Cobimetinib (GDC-0973, RG7420)|1|2.0|O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1|100|18.0|79.3|0.0|0.0|80.6|0.0|41.9|0.0|0.0|0.0|67.9|0.0|8.5
Pimavanserin|1|2.0|CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1|104|49.2|0.0|0.0|68.5|0.0|71.5|28.6|77.7|15.5|53.3|0.0|64.9|40.9
Luminespib|1|2.0|CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1|65|44.9|28.9|11.1|0.0|0.0|9.0|98.2|2.1|0.0|22.9|18.6|21.0|21.2
AM1241|1|6.0|CN1CCCCC1Cn1cc(C(=O)c2cc([N+](=O)[O-])ccc2I)c2ccccc21|98|31.6|0.0|0.0|46.3|0.0|49.8|34.5|70.8|2.6|22.4|0.0|47.2|24.7
AM1241|1|10.0|CN1CCCCC1Cn1cc(C(=O)c2cc([N+](=O)[O-])ccc2I)c2ccccc21|103|49.7|0.0|0.0|64.7|0.0|61.8|17.1|91.7|20.4|24.5|0.0|56.7|32.0
Mardepodect|1|2.0|Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1|96|26.6|0.0|0.0|56.5|0.0|55.4|8.4|87.2|10.4|19.4|0.0|54.9|19.8
Birinapant|1|2.0|CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12|98|12.6|68.2|0.0|0.0|71.3|0.0|35.5|0.0|0.0|0.0|57.0|0.0|0.0
AZD-2461|1|6.0|COC1CCN(C(=O)c2cc(Cc3nnc(O)c4ccccc34)ccc2F)CC1|89|5.4|15.3|58.3|0.0|64.4|0.0|2.6|0.0|0.0|0.0|61.8|0.0|0.0
AZD-2461|1|10.0|COC1CCN(C(=O)c2cc(Cc3nnc(O)c4ccccc34)ccc2F)CC1|92|13.1|27.0|41.7|0.0|72.0|0.0|0.0|0.0|0.0|0.0|73.8|0.0|0.0
NVP-HSP990|1|2.0|COc1cccc(-c2cc(F)ccc2[C@H]2Cc3nc(N)nc(C)c3C(=O)N2)n1|71|30.4|15.9|24.8|0.0|0.0|6.8|95.2|0.0|0.0|6.5|13.8|14.0|5.8
NSC697923|1|2.0|Cc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])o2)cc1|81|31.8|0.0|32.0|21.5|36.7|12.6|1.0|31.3|11.1|18.7|0.0|57.0|11.8
OG-L002|1|10.0|N[C@H]1C[C@@H]1c1ccc(-c2cccc(O)c2)cc1|104|10.9|3.1|0.0|43.2|0.0|39.3|0.0|64.5|23.7|0.0|0.0|44.6|34.7
KPT-276|1|2.0|O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)N1CC(F)(F)C1|69|39.6|59.8|18.3|0.0|91.9|0.0|4.0|0.0|0.0|0.0|83.1|0.0|0.0
STF-118804|1|6.0|Cc1ccc(S(=O)(=O)Cc2nc(-c3ccc(C(=O)NCc4cccnc4)cc3)oc2C)cc1|93|15.5|78.7|0.0|0.0|63.0|0.0|28.1|6.1|0.0|0.0|63.1|0.0|2.5
STF-118804|1|10.0|Cc1ccc(S(=O)(=O)Cc2nc(-c3ccc(C(=O)NCc4cccnc4)cc3)oc2C)cc1|85|22.6|74.1|0.0|0.0|54.6|0.0|39.1|13.7|0.0|0.0|52.5|11.8|11.8
LB42708|1|2.0|O=C(c1cn(Cc2cncn2Cc2ccc(Br)cc2)cc1-c1cccc2ccccc12)N1CCOCC1|98|40.8|0.0|0.0|78.1|0.0|76.7|42.2|77.7|34.9|56.7|0.0|81.8|56.9
TH588|1|6.0|Nc1nc(NC2CC2)cc(-c2cccc(Cl)c2Cl)n1|76|58.4|0.0|0.0|81.9|0.0|76.6|39.4|66.2|53.1|59.6|0.0|92.3|58.4
TH588|1|10.0|Nc1nc(NC2CC2)cc(-c2cccc(Cl)c2Cl)n1|64|67.2|0.0|0.0|81.5|0.0|78.7|27.7|63.9|60.4|55.4|0.0|89.1|51.7
SecinH3|1|2.0|COc1nc(-c2ccc3c(c2)OCO3)n(-c2ccc(NC(=O)CSc3ccccc3)cc2)n1|97|15.2|0.0|0.0|26.5|0.0|24.6|51.7|38.1|0.0|36.3|0.0|38.2|20.7
Cyclo (-RGDfK)|1|6.0|NCCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O|95|60.4|0.0|0.0|83.8|0.0|76.9|18.7|63.7|53.4|63.5|0.0|86.2|46.7
Cyclo (-RGDfK)|1|10.0|NCCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O|97|65.3|0.0|0.0|84.7|0.0|79.5|14.8|61.8|56.5|62.4|0.0|86.2|45.5
Cyclo(RGDyK) (trifluoroacetate)|1|2.0|NCCCC[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O|98|5.9|0.0|0.0|74.9|0.0|68.0|34.3|67.9|30.2|66.2|0.0|78.3|55.8
Cyclo(RGDyK) (trifluoroacetate)|1|6.0|NCCCC[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O|97|70.8|0.0|0.0|79.4|0.0|73.8|19.3|57.1|49.6|72.5|0.0|84.8|42.1
Cyclo(RGDyK) (trifluoroacetate)|1|10.0|NCCCC[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O|84|76.3|0.0|0.0|86.3|0.0|82.6|19.3|64.7|56.8|70.4|0.0|88.0|48.0
Cyclo(RGDyK) (trifluoroacetate)|2|10.0|NCCCC[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O|100|42.5|0.0|0.0|77.2|0.0|75.2|23.8|63.0|44.4|59.1|0.0|79.8|53.8
Cyclo(RGDyK) (trifluoroacetate)|2|30.0|NCCCC[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O|98|77.2|0.0|0.0|89.3|0.0|87.1|25.8|70.4|56.5|68.8|0.0|87.4|61.6
Cyclo(RGDyK) (trifluoroacetate)|2|50.0|NCCCC[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O|88|67.5|0.0|0.0|83.5|0.0|77.1|29.8|59.5|49.9|77.9|0.0|84.5|63.6
L755507|1|2.0|CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1|99|21.2|0.0|6.3|11.1|0.0|8.7|45.6|25.6|0.0|9.5|0.0|25.9|0.6
GW9508|1|6.0|O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1|111|11.7|33.9|0.0|0.0|32.7|0.0|0.0|0.0|0.0|0.0|54.5|0.0|0.0
Tariquidar|1|2.0|COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2|96|46.5|0.0|0.0|54.2|0.0|58.2|34.7|84.2|5.1|31.8|0.0|56.2|24.7
Linrodostat|1|2.0|C[C@@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1|95|26.4|0.0|15.0|21.1|10.5|15.0|28.5|42.2|0.0|27.9|0.0|35.0|0.0
JANEX-1|1|2.0|COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC|95|8.8|71.4|0.0|0.0|41.4|0.0|49.1|0.0|0.0|0.0|49.3|0.0|19.0
Barasertib|1|0.2|CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O|77|27.3|0.0|93.4|0.0|0.0|0.0|9.3|0.0|9.6|1.2|0.0|13.3|0.0
Barasertib|1|2.0|CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O|70|32.3|0.0|95.7|0.0|15.8|0.0|0.0|0.0|0.0|0.0|8.8|0.0|0.0
CGP60474|1|0.2|OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1|71|49.2|10.6|0.0|31.7|10.5|23.5|15.7|44.2|10.7|0.5|0.0|41.2|31.3
CGP60474|1|2.0|OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1|69|61.8|0.0|0.0|38.5|3.9|30.6|2.1|53.3|18.2|6.4|0.0|45.7|27.7
Mitoxantrone|1|0.2|O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21|69|35.2|34.5|39.6|0.0|90.6|0.0|2.5|0.0|0.0|0.0|71.1|0.0|0.0
Mitoxantrone|1|2.0|O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21|55|62.9|35.3|0.0|7.4|27.7|0.0|5.0|22.1|15.6|0.0|28.8|13.7|18.8
Tranylcypromine (hemisulfate)|1|2.0|N[C@@H]1C[C@H]1c1ccccc1|104|6.2|0.0|0.0|80.4|0.0|73.4|9.2|62.9|39.5|41.9|0.0|62.4|59.3
BIX-01294|1|0.2|COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC|96|6.7|0.0|0.0|75.7|0.0|74.8|5.8|88.9|42.4|31.0|0.0|62.6|39.7
BIX-01294|1|2.0|COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC|90|82.0|0.0|0.0|70.1|0.0|67.2|0.0|85.4|31.3|37.3|0.0|66.1|31.9
Doxorubicin (hydrochloride)|1|0.2|COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1|70|32.3|44.1|27.6|0.0|96.3|0.0|0.0|0.0|0.0|0.0|74.6|0.0|0.0
Doxorubicin (hydrochloride)|1|2.0|COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1|56|51.8|59.0|0.0|0.0|81.1|0.0|20.8|2.9|0.0|0.0|54.6|1.9|6.5
Panobinostat|1|0.2|Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1|75|57.0|0.0|0.0|83.4|0.0|96.8|23.5|60.0|67.6|70.5|0.0|71.4|68.3
Panobinostat|1|2.0|Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1|68|65.3|0.0|0.0|85.9|0.0|98.1|23.1|73.6|65.3|70.9|0.0|76.2|66.3
NSC 228155|1|2.0|O=[N+]([O-])c1ccc(Sc2cccc[n+]2[O-])c2nonc12|81|24.4|21.7|0.0|0.0|48.8|0.0|25.9|20.1|6.7|15.4|11.4|11.5|0.0
Quisinostat|1|0.2|Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21|70|63.6|0.0|0.0|87.1|0.0|97.6|31.2|67.8|63.5|73.2|0.0|77.6|70.4
Quisinostat|1|2.0|Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21|68|61.3|0.0|0.0|84.2|0.0|97.5|26.9|71.6|65.5|71.0|0.0|74.3|69.7
Trichostatin A|1|0.2|CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1|79|49.2|0.0|0.0|90.5|0.0|96.7|19.5|66.0|67.6|66.9|0.0|79.9|72.3
Trichostatin A|1|2.0|CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1|66|58.7|0.0|0.0|84.8|0.0|98.4|23.0|68.8|67.9|68.1|0.0|74.9|64.0
Citarinostat|1|2.0|O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO|96|22.5|0.0|0.0|83.8|0.0|88.2|17.9|68.4|56.2|50.3|0.0|83.8|59.3
Ricolinostat|1|2.0|O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO|94|28.0|0.0|0.0|85.0|0.0|89.7|0.0|59.9|67.2|52.1|0.0|77.9|56.2
Tacedinaline|1|2.0|CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1|89|7.9|0.0|25.0|1.9|0.0|26.5|21.1|0.0|22.5|12.7|0.0|0.0|0.0
Scriptaid|1|0.2|O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO|92|22.8|0.0|0.0|85.5|0.0|87.6|10.8|58.0|61.9|58.5|0.0|80.4|55.9
Scriptaid|1|2.0|O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO|78|52.3|0.0|0.0|87.9|0.0|97.7|17.9|70.3|66.2|62.3|0.0|79.4|57.2
