Trivial Name|BatchNo|Conc uM|Smiles|Rel Cell Count|Induction|Cluster AKT/PI3K/MTOR|Cluster Aurora|Cluster BET|Cluster DNA Synthesis|Cluster HDAC|Cluster HSP90|Cluster L/CH|Cluster Na+/K+ ATPase|Cluster Protein Synthesis|Cluster Pyrimidine Synthesis|Cluster Tubulin|Cluster Uncoupling
Scriptaid|2|0.2|O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO|91|15.2|0.0|10.1|41.2|0.0|57.7|0.0|28.8|51.5|0.0|0.0|33.8|22.1
Scriptaid|2|0.6|O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO|89|25.6|0.0|0.0|75.6|0.0|82.0|9.8|63.6|61.0|35.5|0.0|77.0|64.1
Scriptaid|2|2.0|O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO|62|47.0|0.0|0.4|74.7|0.0|86.7|21.7|67.6|59.5|58.9|0.0|74.6|54.4
Scriptaid|2|2.0|O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO|66|50.4|0.0|0.0|77.5|0.0|87.7|20.7|66.6|58.5|56.7|0.0|74.1|53.0
Scriptaid|2|6.0|O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO|63|66.1|0.0|0.0|75.4|0.0|89.5|29.6|67.9|60.1|62.7|0.0|74.5|56.9
Scriptaid|2|10.0|O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO|66|50.8|0.0|0.0|67.0|0.0|81.8|32.8|58.4|53.7|66.1|0.0|67.9|56.3
Entinostat|1|2.0|Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1|96|16.8|0.0|26.8|0.0|0.0|25.8|8.8|0.0|27.5|0.0|0.0|0.0|0.0
SR-4370|1|2.0|CCCCNNC(=O)c1ccc(-c2cccc(F)c2F)cc1|89|21.4|0.0|21.6|0.0|0.0|0.0|16.7|0.0|11.5|0.0|29.4|0.0|0.0
SB1317|1|0.2|CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1|70|44.0|6.7|0.0|38.5|5.4|34.8|6.8|53.8|19.7|1.6|0.0|38.2|33.6
SB1317|1|2.0|CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1|59|59.8|0.0|0.0|62.6|0.0|58.6|0.0|70.3|42.1|33.2|0.0|63.4|44.6
RG2833|1|2.0|Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1|89|29.5|0.0|29.4|0.0|0.0|0.0|0.0|0.0|12.4|0.0|28.3|0.0|0.0
Phorbol 12-myristate 13-acetate|1|0.2|CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O|86|43.2|17.1|0.0|68.8|0.0|63.1|26.0|71.0|31.5|61.0|0.0|69.6|79.3
Phorbol 12-myristate 13-acetate|1|2.0|CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O|93|36.4|40.1|0.0|53.9|0.0|55.5|32.9|72.2|15.1|49.1|0.0|52.8|69.5
Dacinostat|1|0.2|O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO|76|52.8|0.0|0.0|90.8|0.0|95.5|18.5|63.9|66.4|72.3|0.0|82.1|71.2
Dacinostat|1|2.0|O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO|66|62.2|0.0|0.0|85.5|0.0|98.7|24.2|71.5|65.8|72.7|0.0|75.6|64.2
Birabresib|1|0.2|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2|96|32.0|0.0|0.0|95.4|0.0|88.9|0.0|71.7|67.0|58.1|0.0|84.1|64.0
Birabresib|1|2.0|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2|90|70.3|0.0|0.0|92.7|0.0|86.2|0.0|85.5|56.6|62.1|0.0|85.7|63.7
PLX51107|1|0.2|Cc1noc(C)c1-c1cnc2c(-c3ccc(C(=O)O)cc3)cn([C@@H](C)c3ccccn3)c2c1|94|32.1|0.0|0.0|95.4|0.0|86.5|8.7|72.8|60.2|64.1|0.0|87.3|67.4
PLX51107|1|2.0|Cc1noc(C)c1-c1cnc2c(-c3ccc(C(=O)O)cc3)cn([C@@H](C)c3ccccn3)c2c1|96|53.5|0.0|0.0|97.8|0.0|92.1|0.1|79.9|60.4|73.6|0.0|84.3|72.1
Niraparib (tosylate)|1|0.2|NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12|95|14.3|4.7|22.3|0.0|18.0|0.0|0.0|0.0|3.2|0.0|45.3|0.0|0.0
Niraparib (tosylate)|1|2.0|NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12|84|14.5|20.4|51.2|0.0|79.4|0.0|27.7|0.0|0.0|0.0|65.3|0.0|0.0
Talazoparib tosylate|1|0.2|Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1|86|18.3|31.2|48.1|0.0|86.6|0.0|10.4|0.0|0.0|0.0|74.9|0.0|0.0
Talazoparib tosylate|1|2.0|Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1|80|25.6|44.4|34.4|0.0|92.8|0.0|14.9|0.0|0.0|0.0|81.2|0.0|0.0
Peficitinib|1|0.2|NC(=O)c1cnc2[nH]ccc2c1N[C@H]1[C@H]2C[C@H]3C[C@@H]1C[C@](O)(C3)C2|97|9.3|6.9|0.0|60.7|0.0|52.7|8.4|64.6|11.0|50.8|0.0|54.4|52.5
Peficitinib|1|2.0|NC(=O)c1cnc2[nH]ccc2c1N[C@H]1[C@H]2C[C@H]3C[C@@H]1C[C@](O)(C3)C2|106|23.0|72.3|0.0|0.0|60.6|0.0|31.1|0.0|0.0|0.0|53.1|0.0|0.0
GSK1324726A|1|0.2|CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C|102|39.0|0.0|0.0|95.8|0.0|89.2|0.0|68.0|61.0|64.1|0.0|78.6|74.8
GSK1324726A|1|2.0|CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C|100|53.5|0.0|0.0|97.1|0.0|92.9|0.0|78.1|61.9|64.3|0.0|79.7|68.8
VTX-27|1|2.0|CC(C)[C@@](C)(O)[C@@H]1CN(c2nc(-c3[nH]nc4ncccc34)c(F)cc2Cl)CCN1|102|27.8|75.7|0.0|0.0|61.3|0.0|28.7|35.3|0.0|0.0|35.6|0.0|22.9
MS417|1|0.2|COC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21|96|53.4|0.0|0.0|98.1|0.0|92.2|0.0|76.2|64.7|64.7|0.0|82.6|68.0
MS417|1|2.0|COC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21|103|53.5|0.0|0.0|96.9|0.0|92.5|0.0|80.9|61.5|64.7|0.0|79.7|65.5
HDAC6-IN-1|1|0.2|COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OCCCC(=O)NO|52|70.5|0.0|8.6|75.9|0.0|83.1|38.2|58.2|54.5|70.9|0.0|81.3|52.4
HDAC6-IN-1|1|2.0|COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OCCCC(=O)NO|52|82.2|0.0|0.0|85.2|0.0|87.6|27.1|75.9|52.3|70.1|0.0|80.4|67.0
Pracinostat|1|0.2|CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC|87|32.8|0.0|0.0|82.5|0.0|90.1|16.9|56.9|55.5|54.7|0.0|75.7|65.9
Pracinostat|1|2.0|CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC|73|55.8|0.0|0.0|85.8|0.0|98.2|22.2|69.2|65.7|65.9|0.0|73.1|65.0
IACS-9571 (hydrochloride)|1|2.0|CCCOc1cc(OCCCCN(C)C)cc(Oc2cc3c(cc2NS(=O)(=O)c2ccc(OC)c(OC)c2)n(C)c(=O)n3C)c1|107|9.0|8.3|0.0|49.9|0.0|45.0|33.7|72.3|0.0|24.2|0.0|45.9|25.6
Tenovin-6|1|2.0|CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1|97|67.0|0.0|0.0|85.9|0.0|83.1|0.0|91.3|50.1|56.1|0.0|73.9|48.7
CAY10602|1|0.2|Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1-c1ccc(F)cc1|105|6.6|9.4|4.7|0.0|9.4|0.0|0.0|0.0|2.9|0.0|44.2|0.0|0.0
I-BET151|1|0.2|COc1cc2c(cc1-c1c(C)noc1C)ncc1nc(O)n([C@H](C)c3ccccn3)c12|96|10.7|0.0|0.0|83.4|0.0|81.0|26.8|65.6|41.6|61.3|0.0|78.3|56.5
I-BET151|1|2.0|COc1cc2c(cc1-c1c(C)noc1C)ncc1nc(O)n([C@H](C)c3ccccn3)c12|98|56.1|0.0|0.0|97.9|0.0|92.8|0.0|82.9|60.1|67.9|0.0|85.7|66.7
UNC0646|1|2.0|COc1cc2c(NC3CCN(C4CCCCC4)CC3)nc(N3CCCN(C(C)C)CC3)nc2cc1OCCCN1CCCCC1|90|8.6|0.0|0.0|53.1|0.0|45.6|0.0|61.0|19.1|45.2|0.0|50.0|32.3
Pimelic Diphenylamide 106|1|2.0|Cc1ccc(NC(=O)CCCCCC(=O)Nc2ccccc2N)cc1|94|7.8|0.0|14.9|0.0|0.0|0.0|11.8|0.0|9.4|0.0|8.8|0.0|0.0
HDAC-IN-3|1|0.2|O=C(CCc1ccc(CN[C@H](C(=O)OC2CCCC2)C2CCCCC2)cn1)NO|87|18.5|0.0|0.0|71.5|0.0|81.0|13.6|47.2|52.4|39.3|0.0|70.0|52.4
HDAC-IN-3|1|2.0|O=C(CCc1ccc(CN[C@H](C(=O)OC2CCCC2)C2CCCCC2)cn1)NO|72|56.5|0.0|0.0|83.9|0.0|98.9|23.6|70.5|66.1|67.6|0.0|75.3|59.1
CCT241736|1|2.0|Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cnc2[nH]1|67|21.4|0.0|90.7|0.0|21.5|0.0|28.4|0.0|0.0|0.0|21.5|0.0|0.0
Bromosporine|1|0.2|CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12|91|5.5|0.0|0.0|87.4|0.0|83.1|11.5|60.4|61.4|63.3|0.0|80.4|56.9
Bromosporine|1|2.0|CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12|103|50.6|0.0|0.0|97.8|0.0|93.7|0.0|76.7|66.3|66.0|0.0|86.0|68.8
JAK3-IN-1|1|2.0|C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1|107|30.7|24.9|0.0|49.8|0.0|52.4|41.8|78.8|7.8|26.3|0.0|41.1|38.6
CXD101|1|2.0|Cc1nn(C)cc1CN1CCC(c2ccc(C(=O)Nc3ccccc3N)cc2)CC1|92|19.3|0.0|14.8|7.7|0.0|40.6|14.0|0.0|32.4|2.9|0.0|0.0|1.9
MI-503|1|0.2|Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1|100|36.1|0.0|0.0|73.4|0.0|71.3|2.3|93.7|34.1|45.3|0.0|59.3|38.9
MI-503|1|2.0|Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1|103|81.7|0.0|0.0|81.8|0.0|78.9|3.2|94.7|36.1|52.0|0.0|70.1|46.1
Cerdulatinib|1|0.2|CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1|99|7.6|67.0|0.0|0.0|45.7|0.0|16.3|0.0|0.0|0.0|66.1|0.0|0.0
Cerdulatinib|1|2.0|CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1|98|26.3|64.5|0.0|0.0|17.2|0.0|40.5|0.0|0.0|0.0|40.4|0.0|0.0
Ilginatinib|1|0.2|C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1|103|15.2|0.0|0.0|81.4|0.0|76.9|37.9|61.0|42.6|69.0|0.0|70.9|62.2
Ilginatinib|1|2.0|C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1|95|78.1|0.0|0.0|85.1|0.0|79.1|26.5|74.4|44.0|74.7|0.0|86.1|49.8
Ilginatinib|4|1.0|C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1|93|48.4|0.0|0.0|88.5|0.0|82.3|21.6|78.3|52.8|66.3|0.0|81.2|65.8
Ilginatinib|4|3.0|C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1|83|75.3|0.0|0.0|84.0|0.0|76.2|27.8|74.9|49.8|71.2|0.0|85.1|63.1
Ilginatinib|4|10.0|C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1|60|81.7|0.0|2.6|72.2|0.0|73.0|34.0|69.8|44.6|64.5|0.0|79.3|51.0
Ilginatinib|4|10.0|C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1|53|84.3|0.0|0.7|79.4|0.0|80.7|22.0|74.3|54.3|64.9|0.0|81.4|49.7
Ilginatinib|4|30.0|C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1|54|77.7|0.0|0.0|79.5|0.0|77.0|31.5|69.2|47.8|69.4|0.0|81.0|60.7
Tucidinostat|1|2.0|Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1|93|18.1|0.0|21.8|0.0|0.0|20.9|0.0|0.0|29.8|0.0|0.0|0.0|0.0
-Oryzanol|1|0.2|COc1cc(/C=C/C(=O)O[C@H]2CC[C@]34CC35CC[C@]3(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]3(C)C5CCC4C2(C)C)ccc1O|96|21.9|54.9|0.0|23.7|0.0|22.2|28.6|34.0|0.0|24.6|0.0|17.5|45.4
-Oryzanol|1|2.0|COc1cc(/C=C/C(=O)O[C@H]2CC[C@]34CC35CC[C@]3(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]3(C)C5CCC4C2(C)C)ccc1O|102|55.6|47.8|0.0|52.7|0.0|56.2|36.7|60.6|24.4|43.8|0.0|50.1|69.2
QC6352|1|0.2|CN(c1ccccc1)c1ccc2c(c1)CCC[C@H]2CNc1cnccc1C(=O)O|93|15.4|41.3|0.0|0.0|41.9|0.0|11.9|0.0|0.0|0.0|69.4|0.0|0.0
QC6352|1|2.0|CN(c1ccccc1)c1ccc2c(c1)CCC[C@H]2CNc1cnccc1C(=O)O|90|15.0|57.9|0.0|0.0|57.7|0.0|9.0|0.0|0.0|0.0|77.4|0.0|0.0
Givinostat (hydrochloride monohydrate)|1|0.2|CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1|95|38.7|0.0|0.0|84.7|0.0|92.5|3.7|60.9|63.3|48.7|0.0|71.6|67.2
Givinostat (hydrochloride monohydrate)|1|2.0|CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1|72|68.0|0.0|0.0|85.0|0.0|98.3|28.9|72.9|61.9|72.2|0.0|75.7|63.4
-20347,00 SAR|1|2.0|NC(=O)c1nc(-c2c(F)cccc2Cl)oc1Nc1ccc(C(=O)N2CCOCC2)cc1|67|33.3|0.0|86.6|0.0|0.0|0.4|3.2|0.0|9.4|4.2|0.0|23.8|0.0
Y06137|1|2.0|Cc1noc2ccc(-c3nc4ccc(N5CCOC[C@@H]5C)cc4n3CC3CCCCC3)cc12|108|55.4|0.0|0.0|87.2|0.0|82.0|6.4|80.1|48.7|57.3|0.0|80.2|51.4
Y06036|1|2.0|COc1cc2onc(C)c2cc1NS(=O)(=O)c1cc(Br)ccc1OC|94|41.1|0.0|0.0|96.8|0.0|91.8|0.0|78.4|65.3|61.8|0.0|84.5|65.2
CF53|1|0.2|COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C4CC4)nn3C)c12|95|52.5|0.0|0.0|97.3|0.0|90.1|0.0|77.9|62.9|61.0|0.0|83.2|69.3
CF53|1|2.0|COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C4CC4)nn3C)c12|67|71.5|0.0|0.0|93.0|0.0|93.2|13.1|79.4|66.3|67.8|0.0|90.8|55.3
CF53|2|1.0|COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C4CC4)nn3C)c12|76|76.7|0.0|0.0|91.8|0.0|87.3|0.0|82.1|65.5|68.6|0.0|91.1|63.3
CF53|2|10.0|COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C4CC4)nn3C)c12|50|80.7|0.0|10.6|72.3|0.0|81.5|37.0|67.0|53.2|60.7|0.0|81.3|42.4
CF53|2|50.0|COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C4CC4)nn3C)c12|53|78.6|0.0|0.0|78.9|0.0|87.5|36.6|78.8|54.0|55.5|0.0|80.8|54.4
BAY1238097|1|0.2|CNC(=O)N1N=C(c2ccc(N3CCN(C)CC3)cc2)c2cc(OC)c(OC)cc2C[C@@H]1C|103|13.3|0.0|0.0|91.8|0.0|85.7|0.0|68.3|63.3|59.9|0.0|79.7|63.4
BAY1238097|1|2.0|CNC(=O)N1N=C(c2ccc(N3CCN(C)CC3)cc2)c2cc(OC)c(OC)cc2C[C@@H]1C|99|48.4|0.0|0.0|97.0|0.0|90.5|0.0|80.6|61.2|63.9|0.0|81.3|65.4
Midostaurin|1|0.2|CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4|103|33.7|61.3|0.0|23.9|0.8|23.2|39.2|40.7|1.2|23.5|0.0|32.9|50.0
Midostaurin|1|2.0|CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4|60|39.6|20.5|4.7|27.1|0.0|44.0|55.3|28.5|19.6|49.9|0.0|38.5|27.6
DDP-38003 (trihydrochloride)|1|2.0|CN1CCN(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)cc2)CC1|96|6.0|0.0|0.0|62.7|0.0|62.9|41.2|77.9|7.0|49.8|0.0|70.9|46.3
HDACs/mTOR Inhibitor 1|1|0.2|C[C@@H]1CN(C(=O)Nc2ccc(-c3nc(N4CCOCC4)c4cnn(CCCCCCC(=O)NO)c4n3)cc2)CCO1|72|50.3|0.0|0.0|56.1|0.0|81.3|34.3|57.6|49.9|36.0|0.0|49.6|56.2
GSK-J4|1|2.0|CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1|96|34.5|20.9|0.0|0.0|47.4|0.0|22.1|24.2|0.0|2.6|17.6|9.5|0.0
Valrubicin|1|0.2|CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O|83|22.8|19.3|60.7|0.0|82.2|0.0|6.8|0.0|0.0|0.0|68.8|0.0|0.0
Valrubicin|1|2.0|CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O|70|36.1|53.1|15.5|0.0|96.8|0.0|0.0|0.0|0.0|0.0|76.1|0.0|0.0
BCI-121|1|0.2|NC(=O)C1CCN(CC(=O)Nc2ccc(Br)cc2)CC1|100|11.1|0.0|0.0|87.5|0.0|79.9|3.4|73.4|52.7|49.7|0.0|79.3|56.1
BCI-121|1|2.0|NC(=O)C1CCN(CC(=O)Nc2ccc(Br)cc2)CC1|102|44.2|0.0|0.0|97.0|0.0|91.9|0.0|81.6|61.6|59.9|0.0|83.5|62.4
GSK484|1|2.0|COc1cc(C(=O)N2CC[C@@H](O)[C@@H](N)C2)cc2nc(-c3cc4ccccc4n3CC3CC3)n(C)c12|62|74.6|0.0|0.0|81.2|0.0|88.0|43.2|71.4|57.2|69.0|0.0|91.1|48.9
Sulforaphane|1|0.2|CS(=O)CCCCN=C=S|98|7.8|0.0|12.6|0.0|0.0|0.0|0.0|0.0|14.1|0.0|19.2|0.0|0.0
AS8351|1|2.0|O=C(N/N=C/c1c(O)ccc2ccccc12)c1ccncc1|84|35.6|53.1|13.6|0.0|96.9|0.0|0.0|0.0|0.0|0.0|78.9|0.0|0.0
CPI-203|1|0.2|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(N)=O)c1nnc(C)n1-2|100|37.0|0.0|0.0|96.0|0.0|91.0|0.0|71.5|67.2|54.2|0.0|81.9|63.3
CPI-203|1|2.0|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(N)=O)c1nnc(C)n1-2|92|60.6|0.0|0.0|96.7|0.0|91.1|0.0|84.7|57.7|64.2|0.0|83.9|61.8
WM-8014|1|2.0|Cc1cc(-c2ccccc2)cc(C(=O)NNS(=O)(=O)c2ccccc2)c1F|96|5.5|70.4|0.0|0.0|77.6|0.0|0.0|0.0|0.0|0.0|69.0|0.0|1.7
NCGC00247743|1|2.0|CN(C)CCCCCCNC(=O)c1cccc(-c2cc(O)c3ncccc3c2)c1|93|32.6|54.4|0.0|0.0|93.5|0.0|0.0|0.0|0.0|0.0|70.7|0.0|0.0
ABBV-744|1|0.2|CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(O)c-2n1|101|28.3|0.0|0.0|96.5|0.0|88.1|0.0|78.6|54.0|62.6|0.0|82.8|63.4
ABBV-744|1|2.0|CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(O)c-2n1|94|22.3|0.0|0.0|81.9|0.0|73.6|4.0|76.6|47.1|45.7|0.0|75.3|46.3
Molibresib (besylate)|1|0.2|CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21|95|9.0|0.0|0.0|88.9|0.0|81.6|9.5|68.5|50.1|66.7|0.0|81.8|61.1
Molibresib (besylate)|1|2.0|CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21|105|40.6|0.0|0.0|95.2|0.0|87.7|0.0|81.1|51.4|67.9|0.0|82.4|70.6
ACY-957|1|2.0|Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc2nc(N3CCNCC3)ccc2c1|99|14.3|49.9|7.8|0.0|48.9|0.0|37.6|7.5|0.0|0.0|51.9|0.0|0.0
RGB-286638 (free base)|1|0.2|COCCN1CCN(Cc2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1|64|54.6|35.5|21.5|0.0|68.3|0.0|0.0|0.0|0.0|0.0|54.6|0.0|0.0
RGB-286638 (free base)|1|2.0|COCCN1CCN(Cc2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1|66|54.9|47.1|8.9|0.0|79.7|0.0|10.0|2.7|0.0|0.0|52.1|0.0|0.0
GSK-1070916|1|0.2|CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1|80|33.2|0.0|95.5|0.0|2.5|0.0|2.6|0.0|2.2|0.0|1.9|0.0|0.0
GSK-1070916|1|2.0|CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1|66|40.2|0.0|85.0|14.1|0.0|30.5|26.2|32.3|5.4|13.5|0.0|38.1|0.0
M344|1|0.2|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|88|33.0|0.0|0.0|86.8|0.0|90.5|2.9|66.5|65.0|51.2|0.0|81.4|54.2
M344|1|2.0|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|74|54.1|0.0|0.0|86.1|0.0|98.8|22.9|68.1|65.8|70.6|0.0|78.1|62.3
M344|2|0.2|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|93|5.9|0.0|0.0|35.5|0.0|56.9|0.0|13.4|44.8|3.9|0.0|34.3|39.2
M344|2|0.6|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|86|33.2|0.0|0.0|76.4|0.0|85.4|8.3|59.9|63.5|41.3|0.0|75.8|65.2
M344|2|2.0|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|70|47.7|0.0|4.2|73.4|0.0|86.3|21.9|64.7|57.7|61.1|0.0|73.3|54.2
M344|2|2.0|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|66|46.3|0.0|0.0|75.0|0.0|87.8|21.4|60.4|59.1|60.5|0.0|71.1|55.7
M344|2|6.0|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|65|56.6|0.0|3.8|76.5|0.0|90.7|27.5|60.3|61.6|66.9|0.0|75.0|58.8
M344|2|10.0|CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1|64|48.4|0.0|0.0|72.9|0.0|85.4|28.6|54.6|61.2|75.5|0.0|74.3|59.4
UNC 0631|1|2.0|COc1cc2c(NC3CCN(CC4CCCCC4)CC3)nc(N3CCCN(C(C)C)CC3)nc2cc1OCCCN1CCCCC1|100|38.9|0.0|0.0|68.1|0.0|65.1|0.0|92.3|28.4|33.8|0.0|63.1|31.3
Inauhzin|1|2.0|CCC(Sc1nnc2c(n1)[nH]c1ccccc12)C(=O)N1c2ccccc2Sc2ccccc21|99|21.2|56.5|0.0|0.0|51.9|0.0|35.3|0.0|0.0|0.0|79.0|0.0|0.0
666-15|1|2.0|NCCCOc1cc2ccccc2cc1C(=O)NCCOc1cc2ccccc2cc1C(=O)Nc1ccc(Cl)cc1O|94|79.6|0.0|0.0|70.0|0.0|69.6|21.5|89.1|26.7|43.8|0.0|64.8|39.4
